ReviewId,OwnerId,CreatedOn,NumberOfPatches,LastUpdatedOn,Project,Branch,SubmitType,Status,Elasped time in hours,Number of approvals,Net approval score,Average approval score ,Number of comments,Date of last comment,Date of first comment,Comment Span in Hours,Number of total reviews owned by owner,Number of total approvals given by owner,Number of comments by owner on this review,Number of total comments by owner across all reviews,"Number of reviews of owner which have a status = ""merged""",What is the average approval score of the owner
1981,1001302,11/7/2008 2:15,2,3/5/2009 21:14,platform/external/elfutils,refs/heads/master,MERGE_ALWAYS,merged,838.9833,3,2,0.6667,6,3/5/2009 21:14,3/5/2009 1:46,19.3167,171,62,NULL,166,26,0
1982,1001302,11/7/2008 2:15,1,8/25/2009 14:24,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,1,1,2,8/25/2009 14:24,11/11/2008 10:25,99.9999,171,62,NULL,166,26,0
1983,1001302,11/7/2008 2:15,1,11/12/2008 15:49,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,133.55,1,2,2,1,11/12/2008 6:28,11/12/2008 6:28,0,171,62,NULL,166,26,0
1986,1001302,11/7/2008 15:25,1,8/25/2009 17:52,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,2,0.6667,4,8/25/2009 17:52,3/5/2009 0:53,99.9999,171,62,1,166,26,0
1988,1001302,11/7/2008 15:49,1,8/25/2009 16:25,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,8/25/2009 16:25,8/25/2009 16:25,0,171,62,NULL,166,26,0
1989,1001302,11/7/2008 15:49,1,8/25/2009 16:25,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,3,8/25/2009 16:25,12/10/2008 20:18,99.9999,171,62,NULL,166,26,0
1991,1001302,11/9/2008 0:09,1,12/4/2008 1:01,platform/external/iptables,refs/heads/master,MERGE_ALWAYS,merged,600.85,2,3,1.5,4,12/4/2008 1:01,11/11/2008 10:17,99.9999,171,62,NULL,166,26,0
1992,1001302,11/9/2008 0:09,1,8/25/2009 16:55,platform/external/sqlite,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,3,1.5,5,8/25/2009 16:55,11/11/2008 10:14,99.9999,171,62,NULL,166,26,0
1993,1001302,11/9/2008 0:09,1,8/25/2009 15:18,platform/external/srec,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,1,1,2,8/25/2009 15:18,11/11/2008 10:15,99.9999,171,62,NULL,166,26,0
1994,1001302,11/9/2008 0:09,1,8/25/2009 16:52,platform/external/yaffs2,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,2,0.6667,5,8/25/2009 16:52,11/11/2008 10:15,99.9999,171,62,1,166,26,0
1995,1001302,11/9/2008 0:09,2,9/9/2009 2:01,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,1,0.3333,7,9/9/2009 2:01,11/11/2008 10:15,99.9999,171,62,2,166,26,0
1998,1001446,11/9/2008 18:10,1,11/18/2008 15:20,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,213.1667,2,3,1.5,4,11/18/2008 15:20,11/9/2008 19:13,99.9999,28,49,NULL,109,19,0.3469
2417,1001302,11/7/2008 2:15,1,8/25/2009 17:05,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,-1,-0.5,7,8/25/2009 17:05,11/11/2008 10:23,99.9999,171,62,2,166,26,0
2418,1001302,11/7/2008 2:15,2,11/21/2009 4:31,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,1,0.3333,4,11/21/2009 4:31,8/25/2009 19:50,99.9999,171,62,2,166,26,0
2419,1001302,11/7/2008 2:15,1,8/25/2009 17:52,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,7,8/25/2009 17:52,11/7/2008 15:44,99.9999,171,62,4,166,26,0
2420,1001302,11/7/2008 2:15,1,11/12/2008 15:43,platform/external/srec,refs/heads/master,MERGE_ALWAYS,merged,133.45,1,2,2,1,11/12/2008 6:28,11/12/2008 6:28,0,171,62,NULL,166,26,0
2421,1001302,11/7/2008 2:15,1,8/25/2009 17:14,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,2,0.6667,18,8/25/2009 17:14,7/21/2009 4:31,99.9999,171,62,16,166,26,0
2422,1000973,11/7/2008 10:50,3,8/26/2009 17:14,platform/development,refs/heads/master,MERGE_ALWAYS,merged,838.9833,4,2,0.5,13,8/26/2009 17:14,11/7/2008 23:43,99.9999,4,1,1,3,4,0
2429,1001302,11/9/2008 0:09,2,9/4/2009 16:12,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,4,0,0,8,9/4/2009 16:12,11/11/2008 10:16,99.9999,171,62,2,166,26,0
2430,1001302,11/9/2008 1:05,1,11/10/2008 20:15,platform/development,refs/heads/master,MERGE_ALWAYS,merged,43.1667,1,2,2,3,11/10/2008 20:15,11/10/2008 19:25,0,171,62,NULL,166,26,0
2435,1001223,11/9/2008 19:16,1,12/3/2008 16:11,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,572.9167,4,-4,-1,42,12/3/2008 16:11,11/11/2008 6:56,99.9999,4,3,1,3,NULL,0
2439,1001022,11/10/2008 8:38,1,12/3/2008 16:11,platform/external/sqlite,refs/heads/cdma-import,MERGE_ALWAYS,Abandoned,559.5333,2,-1,-0.5,3,12/3/2008 16:11,11/18/2008 22:41,99.9999,18,9,NULL,13,17,0.8889
2601,1001223,11/9/2008 19:08,2,11/9/2009 22:49,platform/development,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,5,0,0,5,11/9/2009 22:49,11/10/2008 12:00,99.9999,4,3,NULL,3,NULL,0
2602,1001223,11/9/2008 19:08,2,11/9/2009 22:48,platform/development,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,4,0,0,4,11/9/2009 22:48,11/10/2008 11:57,99.9999,4,3,NULL,3,NULL,0
2622,1001002,11/11/2008 6:04,1,11/13/2008 2:06,kernel/common,refs/heads/android-2.6.25,FAST_FORWARD_ONLY,merged,44.0333,1,2,2,2,11/13/2008 2:06,11/13/2008 2:06,0,71,193,NULL,341,62,0.9896
2629,1001134,11/11/2008 6:41,1,11/13/2008 2:24,platform/frameworks/policies/base,refs/heads/master,MERGE_ALWAYS,merged,43.7167,1,2,2,2,11/13/2008 2:24,11/11/2008 10:39,39.65,10,46,NULL,31,9,0.1957
2630,1000675,11/11/2008 7:53,1,11/8/2009 22:18,platform/packages/apps/Email,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,0,0,6,11/8/2009 22:18,11/11/2008 19:14,99.9999,1,NULL,NULL,NULL,NULL,NULL
2631,1001223,11/11/2008 9:24,1,11/14/2008 20:14,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,82.8333,3,0,0,3,11/14/2008 20:14,11/11/2008 9:33,83.3667,4,3,NULL,3,NULL,0
2806,1000973,11/11/2008 5:35,1,11/11/2008 22:00,platform/development,refs/heads/master,MERGE_ALWAYS,merged,16.4,2,3,1.5,6,11/11/2008 22:00,11/11/2008 6:58,15.25,4,1,NULL,3,4,0
2815,1001109,11/11/2008 13:48,1,8/25/2009 21:02,kernel/common,refs/heads/android-2.6.25,FAST_FORWARD_ONLY,Abandoned,838.9833,2,0,0,8,8/25/2009 21:02,11/11/2008 14:00,99.9999,1,NULL,4,4,NULL,NULL
2845,1000866,11/13/2008 1:30,1,11/13/2008 2:07,platform/hardware/msm7k,refs/heads/master,MERGE_ALWAYS,merged,0.6167,1,2,2,4,11/13/2008 2:07,11/13/2008 2:07,0,306,477,NULL,1198,233,0.9266
2859,1000866,11/13/2008 4:07,1,11/13/2008 5:25,platform/vendor/htc/dream-open,refs/heads/master,MERGE_ALWAYS,merged,1.3,1,2,2,4,11/13/2008 5:25,11/13/2008 5:25,0,306,477,NULL,1198,233,0.9266
2860,1000866,11/13/2008 4:07,1,11/13/2008 5:26,platform/vendor/htc/dream-open,refs/heads/master,MERGE_ALWAYS,merged,1.3167,1,2,2,4,11/13/2008 5:26,11/13/2008 5:26,0,306,477,NULL,1198,233,0.9266
2862,1001033,11/13/2008 4:23,1,12/3/2008 16:50,platform/external/skia,refs/heads/master,MERGE_ALWAYS,Abandoned,492.4333,5,1,0.2,14,12/3/2008 16:50,11/13/2008 4:29,99.9999,1,1,2,3,NULL,NULL
2866,1001002,11/13/2008 7:23,1,11/18/2008 23:58,platform/system/bluetooth,refs/heads/master,MERGE_ALWAYS,merged,136.5833,1,2,2,8,11/18/2008 23:58,11/14/2008 23:22,97.6,71,193,2,341,62,0.9896
2869,1000973,11/13/2008 10:13,2,12/3/2008 16:11,platform/development,refs/heads/master,MERGE_ALWAYS,merged,485.9667,2,3,1.5,21,12/3/2008 16:11,11/13/2008 23:40,99.9999,4,1,2,3,4,0
2890,1001302,11/15/2008 17:22,1,8/25/2009 19:22,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,8,8/25/2009 19:22,12/21/2008 7:14,99.9999,171,62,2,166,26,0
2892,1001302,11/15/2008 17:22,1,8/25/2009 17:14,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,2,8/25/2009 17:14,8/25/2009 17:14,0,171,62,NULL,166,26,0
2894,1000290,11/15/2008 23:52,1,12/3/2008 16:50,platform/external/skia,refs/heads/master,MERGE_ALWAYS,Abandoned,424.9667,1,-1,-1,4,12/3/2008 16:50,11/15/2008 23:58,99.9999,1,5,2,12,NULL,0
2896,1001184,11/16/2008 13:47,1,11/19/2008 18:48,platform/external/sqlite,refs/heads/master,MERGE_ALWAYS,merged,77.0167,1,2,2,4,11/19/2008 18:48,11/19/2008 18:48,0,12,8,NULL,23,9,0.125
2897,1001184,11/16/2008 13:53,1,11/18/2008 18:50,platform/dalvik,refs/heads/master,MERGE_ALWAYS,merged,52.95,2,3,1.5,6,11/18/2008 18:50,11/18/2008 1:01,17.2833,12,8,NULL,23,9,0.125
2898,1001302,11/16/2008 17:57,1,8/26/2009 11:17,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,1,0.3333,8,8/26/2009 11:17,11/17/2008 13:54,99.9999,171,62,4,166,26,0
2903,1001184,11/17/2008 6:37,2,8/27/2009 14:36,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,838.9833,3,2,0.6667,8,8/27/2009 14:36,8/25/2009 20:00,42.7,12,8,NULL,23,9,0.125
3071,1001002,11/15/2008 4:57,1,11/18/2008 23:40,kernel/msm,refs/heads/android-msm-htc-2.6.25,FAST_FORWARD_ONLY,merged,90.7,1,2,2,2,11/18/2008 23:40,11/18/2008 23:40,0,71,193,NULL,341,62,0.9896
3075,1001302,11/15/2008 17:22,1,8/25/2009 17:52,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,2,1,4,8/25/2009 17:52,1/28/2009 19:14,99.9999,171,62,NULL,166,26,0
3076,1001302,11/15/2008 17:22,1,8/25/2009 17:10,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,8/25/2009 17:10,8/25/2009 17:10,0,171,62,NULL,166,26,0
3078,1001184,11/16/2008 13:29,1,12/3/2008 16:11,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,410.6833,2,2,1,7,12/3/2008 16:11,11/20/2008 19:14,99.9999,12,8,2,23,9,0.125
3081,1001302,11/16/2008 22:31,1,8/26/2009 14:45,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,2,0.6667,12,8/26/2009 14:45,12/3/2008 16:36,99.9999,171,62,3,166,26,0
3087,1001158,11/27/2008 2:56,1,1/17/2009 18:40,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,-4,-2,22,1/17/2009 18:40,11/27/2008 7:05,99.9999,2,NULL,3,3,NULL,NULL
3088,1001302,11/27/2008 19:59,1,8/25/2009 18:07,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,1,8/25/2009 18:07,8/25/2009 18:07,0,171,62,NULL,166,26,0
3092,1001220,11/28/2008 1:11,4,8/27/2009 21:26,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,838.9833,3,2,0.6667,6,8/27/2009 21:26,12/10/2008 0:44,99.9999,1,6,2,8,1,0.3333
3123,1000418,11/28/2008 19:34,1,12/4/2008 20:35,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,145.0167,3,-3,-1,11,12/4/2008 20:35,11/28/2008 22:33,99.9999,2,7,3,9,NULL,0
3156,1001211,12/1/2008 14:06,1,12/1/2008 14:11,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,0.0833,NULL,NULL,NULL,1,12/1/2008 14:11,12/1/2008 14:11,0,8,37,NULL,76,8,1.4595
3602,1001184,11/17/2008 7:20,3,8/27/2009 14:47,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,838.9833,4,2,0.5,11,8/27/2009 14:47,11/19/2008 20:16,99.9999,12,8,2,23,9,0.125
3802,1001184,11/17/2008 7:18,3,7/12/2010 21:15,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,6,-1,-0.1667,18,7/12/2010 21:15,11/17/2008 8:00,99.9999,12,8,4,23,9,0.125
4009,1000232,11/18/2008 18:15,1,11/18/2008 21:37,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,3.35,2,3,1.5,3,11/18/2008 21:37,11/18/2008 19:31,2.0333,5,3,NULL,2,5,0
4044,1001184,11/20/2008 0:24,1,11/26/2008 21:14,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,164.8167,1,2,2,2,11/26/2008 21:14,11/20/2008 14:47,99.9999,12,8,NULL,23,9,0.125
4045,1001184,11/20/2008 3:41,1,12/3/2008 16:11,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,324.5,1,-2,-2,14,12/3/2008 16:11,11/20/2008 16:43,99.9999,12,8,8,23,9,0.125
4065,1000660,11/21/2008 22:22,1,11/22/2008 20:28,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,22.1,1,2,2,3,11/22/2008 20:28,11/21/2008 22:25,22.3667,701,4287,1,10892,605,0.4444
4072,1000888,11/22/2008 15:48,1,12/3/2008 23:37,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,271.8,2,-2,-1,2,12/3/2008 23:37,12/3/2008 2:09,21.35,1,23,NULL,25,NULL,0.3043
4136,1000205,11/22/2008 19:31,4,11/26/2008 4:06,kernel/common,refs/heads/android-2.6.27,FAST_FORWARD_ONLY,merged,80.5667,1,0,0,NULL,NULL,NULL,NULL,128,409,NULL,852,113,0.4499
4138,1000676,11/22/2008 23:03,1,11/23/2008 9:21,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,10.2833,1,2,2,2,11/23/2008 9:21,11/23/2008 9:21,0,16,16,NULL,27,4,-0.1875
4158,1000624,11/23/2008 22:50,2,12/3/2008 1:59,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,219.1333,1,2,2,3,12/3/2008 1:59,12/3/2008 1:30,0,2,1,NULL,3,1,0
4171,1000660,11/24/2008 18:40,1,12/5/2008 22:27,platform/build,refs/heads/release-1.0,MERGE_ALWAYS,merged,267.7667,1,2,2,3,12/5/2008 22:27,11/24/2008 18:43,99.9999,701,4287,1,10892,605,0.4444
4172,1000660,11/24/2008 18:40,1,12/5/2008 22:27,platform/frameworks/base,refs/heads/release-1.0,MERGE_ALWAYS,merged,267.7667,1,2,2,4,12/5/2008 22:27,11/24/2008 18:42,99.9999,701,4287,2,10892,605,0.4444
4192,1001002,11/25/2008 0:37,1,11/25/2008 0:38,platform/system/bluetooth,refs/heads/master,MERGE_ALWAYS,merged,0.0167,NULL,NULL,NULL,1,11/25/2008 0:38,11/25/2008 0:38,0,71,193,NULL,341,62,0.9896
4239,1000392,11/19/2008 1:14,1,11/19/2008 1:16,platform/build,refs/heads/master,MERGE_ALWAYS,merged,0.0167,NULL,NULL,NULL,1,11/19/2008 1:16,11/19/2008 1:16,0,4,42,NULL,94,4,0.7619
4251,1001184,11/20/2008 18:42,1,12/3/2008 0:56,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,294.2167,1,2,2,3,12/3/2008 0:56,12/2/2008 23:58,0,12,8,NULL,23,9,0.125
4267,1000660,11/21/2008 22:22,1,11/23/2008 9:19,platform/build,refs/heads/master,MERGE_ALWAYS,merged,34.9333,1,2,2,3,11/23/2008 9:19,11/21/2008 22:24,34.5667,701,4287,1,10892,605,0.4444
4375,1001002,11/24/2008 21:55,1,11/24/2008 23:33,kernel/common,refs/heads/android-2.6.27,FAST_FORWARD_ONLY,merged,1.6333,1,2,2,2,11/24/2008 23:33,11/24/2008 23:33,0,71,193,NULL,341,62,0.9896
4380,1001002,11/24/2008 23:27,1,11/24/2008 23:30,kernel/common,refs/heads/android-2.6.27,FAST_FORWARD_ONLY,merged,0.05,1,2,2,2,11/24/2008 23:30,11/24/2008 23:30,0,71,193,NULL,341,62,0.9896
4387,1001002,11/25/2008 0:35,1,11/25/2008 1:01,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,0.4167,1,2,2,2,11/25/2008 1:01,11/25/2008 0:59,0,71,193,NULL,341,62,0.9896
4391,1000835,11/25/2008 2:01,1,8/25/2009 19:45,platform/bionic,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,4,1,0.25,3,8/25/2009 19:45,11/25/2008 12:54,99.9999,8,22,NULL,282,3,0.1818
4392,1000835,11/25/2008 2:01,1,8/25/2009 19:45,platform/external/tcpdump,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,0,0,2,8/25/2009 19:45,8/25/2009 19:45,0,8,22,NULL,282,3,0.1818
4408,1000776,11/25/2008 10:49,1,8/25/2009 19:39,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,1,0.5,2,8/25/2009 19:39,8/25/2009 19:38,0,4,NULL,NULL,3,1,NULL
4410,1001022,11/25/2008 13:42,1,1/23/2009 15:54,platform/frameworks/policies/base,refs/heads/cdma-import,MERGE_ALWAYS,merged,838.9833,3,3,1,5,1/23/2009 15:54,12/5/2008 1:05,99.9999,18,9,NULL,13,17,0.8889
4412,1001022,11/25/2008 13:50,6,1/23/2009 15:55,platform/packages/apps/Phone,refs/heads/cdma-import,MERGE_ALWAYS,merged,838.9833,6,3,0.5,61,1/23/2009 15:55,12/5/2008 2:42,99.9999,18,9,NULL,13,17,0.8889
4418,1001022,11/25/2008 13:57,3,1/23/2009 15:52,platform/build,refs/heads/cdma-import,MERGE_ALWAYS,merged,838.9833,2,3,1.5,5,1/23/2009 15:52,1/19/2009 0:31,99.9999,18,9,NULL,13,17,0.8889
4432,1001420,11/26/2008 8:11,2,12/3/2008 1:56,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,161.75,1,2,2,3,12/3/2008 1:56,12/3/2008 1:32,0,3,NULL,NULL,1,1,NULL
4601,1001022,11/25/2008 13:51,3,1/23/2009 15:53,platform/packages/apps/Settings,refs/heads/cdma-import,MERGE_ALWAYS,merged,838.9833,3,3,1,14,1/23/2009 15:53,12/5/2008 0:56,99.9999,18,9,NULL,13,17,0.8889
4603,1001022,11/25/2008 13:52,4,1/23/2009 15:55,platform/hardware/ril,refs/heads/cdma-import,MERGE_ALWAYS,merged,838.9833,7,3,0.4286,145,1/23/2009 15:55,12/4/2008 21:59,99.9999,18,9,NULL,13,17,0.8889
4604,1001022,11/25/2008 13:53,5,1/23/2009 15:52,platform/frameworks/base,refs/heads/cdma-import,MERGE_ALWAYS,merged,838.9833,7,2,0.2857,233,1/23/2009 15:52,11/29/2008 9:06,99.9999,18,9,NULL,13,17,0.8889
4619,1001420,11/26/2008 8:11,1,3/26/2010 18:19,platform/bionic,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,0,0,5,3/26/2010 18:19,8/25/2009 21:11,99.9999,3,NULL,NULL,1,1,NULL
4622,1001302,11/26/2008 20:23,1,12/3/2008 16:11,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,163.7833,1,-2,-2,4,12/3/2008 16:11,11/27/2008 7:14,99.9999,171,62,2,166,26,0
4801,1001158,11/27/2008 2:50,1,1/17/2009 18:41,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,-5,-1.6667,6,1/17/2009 18:41,11/27/2008 6:53,99.9999,2,NULL,NULL,3,NULL,NULL
4806,1001302,11/27/2008 19:59,1,8/25/2009 16:25,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,8/25/2009 16:25,8/25/2009 16:25,0,171,62,NULL,166,26,0
4834,1000418,11/28/2008 19:34,2,4/29/2010 16:09,platform/system/bluetooth,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,0,0,7,4/29/2010 16:09,3/4/2009 21:50,99.9999,2,7,1,9,NULL,0
4852,1000941,11/30/2008 8:47,2,1/23/2009 3:33,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,-1,-0.3333,8,1/23/2009 3:33,11/30/2008 14:11,99.9999,1,NULL,1,1,NULL,NULL
5001,1001184,12/1/2008 7:34,3,8/27/2009 14:42,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,838.9833,3,2,0.6667,7,8/27/2009 14:42,8/25/2009 20:02,42.7,12,8,NULL,23,9,0.125
5064,1001420,12/3/2008 4:07,1,8/27/2009 1:13,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,-2,-0.6667,3,8/27/2009 1:13,8/25/2009 20:05,29.4833,3,NULL,1,1,1,NULL
5093,1001302,12/3/2008 19:45,1,8/26/2009 14:46,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,2,0.6667,6,8/26/2009 14:46,12/3/2008 22:11,99.9999,171,62,1,166,26,0
5099,1001100,12/4/2008 5:18,1,12/4/2008 18:09,platform/development,refs/heads/master,MERGE_ALWAYS,merged,12.85,1,0,0,1,12/4/2008 18:09,12/4/2008 18:09,0,709,2208,NULL,4177,667,0.5616
5124,1000692,12/7/2008 23:50,1,12/9/2008 4:20,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,28.5,3,2,0.6667,11,12/9/2008 4:20,12/8/2008 20:04,8.1333,4,NULL,4,7,4,NULL
5125,1000692,12/7/2008 23:50,1,12/9/2008 3:26,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,27.5833,1,2,2,3,12/9/2008 3:26,12/9/2008 3:03,0,4,NULL,NULL,7,4,NULL
5127,1000444,12/8/2008 3:08,1,11/8/2009 21:47,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,0,0,5,11/8/2009 21:47,12/8/2008 4:58,99.9999,1,NULL,NULL,NULL,NULL,NULL
5129,1000504,12/8/2008 7:02,2,8/26/2009 16:55,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,-1,-0.5,7,8/26/2009 16:55,12/8/2008 15:06,99.9999,2,NULL,NULL,NULL,NULL,NULL
5154,1000692,12/9/2008 13:59,2,12/10/2008 0:39,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,10.65,4,2,0.5,10,12/10/2008 0:39,12/9/2008 17:01,7.1167,4,NULL,3,7,4,NULL
5158,1000512,12/10/2008 3:01,1,3/21/2009 0:37,platform/bionic,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,1,0.3333,3,3/21/2009 0:37,12/11/2008 15:19,99.9999,8,4,1,19,3,0.25
5162,1000512,12/10/2008 4:19,1,3/21/2009 0:41,platform/external/jpeg,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,0,0,3,3/21/2009 0:41,12/11/2008 15:16,99.9999,8,4,1,19,3,0.25
5168,1000314,12/10/2008 23:42,1,11/8/2009 21:29,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,5,11/8/2009 21:29,12/11/2008 0:09,99.9999,2,24,2,20,NULL,NULL
5211,1000504,12/2/2008 12:17,1,12/3/2008 5:34,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,17.2833,1,-1,-1,1,12/3/2008 5:34,12/3/2008 5:34,0,2,NULL,NULL,NULL,NULL,NULL
5265,1000820,12/4/2008 16:06,2,8/26/2009 17:13,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,838.9833,3,2,0.6667,7,8/26/2009 17:13,12/4/2008 19:11,99.9999,2,1,NULL,NULL,1,0
5267,1000820,12/4/2008 16:36,1,11/8/2009 21:14,platform/frameworks/policies/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,2,11/8/2009 21:14,8/26/2009 16:07,99.9999,2,1,NULL,NULL,1,0
5269,1000660,12/4/2008 20:12,1,12/9/2008 1:05,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,100.8833,2,3,1.5,3,12/9/2008 1:05,12/9/2008 0:30,0,701,4287,NULL,10892,605,0.4444
5270,1000660,12/4/2008 20:12,1,12/9/2008 1:32,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,101.3333,2,2,1,6,12/9/2008 1:32,12/4/2008 20:15,99.9999,701,4287,2,10892,605,0.4444
5272,1001134,12/4/2008 23:47,1,12/4/2008 23:48,platform/external/webkit,refs/heads/master,MERGE_ALWAYS,merged,0.0167,NULL,NULL,NULL,1,12/4/2008 23:48,12/4/2008 23:48,0,10,46,NULL,31,9,0.1957
5274,1000205,12/5/2008 1:06,1,12/5/2008 2:10,kernel/common,refs/heads/android-2.6.27,FAST_FORWARD_ONLY,merged,1.05,1,0,0,1,12/5/2008 2:10,12/5/2008 2:10,0,128,409,NULL,852,113,0.4499
5285,1001446,12/5/2008 15:24,1,12/5/2008 15:47,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,0.3667,2,2,1,2,12/5/2008 15:47,12/5/2008 15:46,0,28,49,NULL,109,19,0.3469
5287,1001100,12/5/2008 20:41,1,12/5/2008 22:06,platform/development,refs/heads/master,MERGE_ALWAYS,merged,1.4,1,2,2,2,12/5/2008 22:06,12/5/2008 22:05,0,709,2208,NULL,4177,667,0.5616
5290,1001414,12/5/2008 22:28,2,12/5/2008 23:02,platform/development,refs/heads/master,MERGE_ALWAYS,merged,0.5667,1,2,2,8,12/5/2008 23:02,12/5/2008 22:54,0,861,3165,NULL,5964,837,0.8619
5292,1000309,12/6/2008 5:45,1,12/11/2008 19:39,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,133.8833,2,-2,-1,42,12/11/2008 19:39,12/6/2008 7:17,99.9999,1,NULL,NULL,NULL,NULL,NULL
5326,1000314,12/10/2008 1:27,2,11/8/2009 21:30,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,4,3,0.75,36,11/8/2009 21:30,12/10/2008 7:03,99.9999,2,24,15,20,NULL,NULL
5329,1000512,12/10/2008 3:55,3,3/21/2009 0:37,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,-2,-1,8,3/21/2009 0:37,12/10/2008 4:14,99.9999,8,4,4,19,3,0.25
5334,1001383,12/10/2008 4:15,1,1/21/2009 19:05,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,-1,-0.3333,6,1/21/2009 19:05,12/10/2008 4:41,99.9999,2,NULL,NULL,NULL,NULL,NULL
